"","POPULATION","CU_NAME","FULL_CU_IN","POP_ID","SPECIES_QUALIFIED","SPECIES","AREA","FAZ","MAZ","QUALITY","weight","nYears","CU_findex","PSE_region"
"PKO42527","Honna River (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",42527,"PKO","Pink","2E","HG","HStr",6.2,0.119202922022118,20,NA,"Haida Gwaii"
"PKO42532","Tarundl Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",42532,"PKO","Pink","2E","HG","HStr",5,0.119202922022118,8,NA,"Haida Gwaii"
"PKO42537","Outlook Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",42537,"PKO","Pink","2E","HG","HStr",7,0.119202922022118,4,NA,"Haida Gwaii"
"PKO42542","Slatechuck Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",42542,"PKO","Pink","2E","HG","HStr",6,0.119202922022118,13,NA,"Haida Gwaii"
"PKO42557","Lagins Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",42557,"PKO","Pink","2E","HG","HStr",3,0.119202922022118,9,NA,"Haida Gwaii"
"PKO42567","Indian Cabin Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",42567,"PKO","Pink","2E","HG","HStr",7,0.119202922022118,2,NA,"Haida Gwaii"
"PKO42572","Saltspring Bay Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",42572,"PKO","Pink","2E","HG","HStr",3,0.119202922022118,2,NA,"Haida Gwaii"
"PKO42592","North Arm Head Creek (West Coast QCI) Pink","WEST HAIDA GWAII","PKE-11",42592,"PKO","Pink","2W","HG","WQCI",5,0.119202922022118,3,NA,"Haida Gwaii"
"PKO42602","Dawson Harbour Creek (West Coast QCI) Pink","WEST HAIDA GWAII","PKE-11",42602,"PKO","Pink","2W","HG","WQCI",7,0.119202922022118,1,NA,"Haida Gwaii"
"PKO42607","Dawson Inlet Creek (West Coast QCI) Pink","WEST HAIDA GWAII","PKE-11",42607,"PKO","Pink","2W","HG","WQCI",7,0.119202922022118,3,NA,"Haida Gwaii"
"PKO42617","Carew Bay Creek (West Coast QCI) Pink","WEST HAIDA GWAII","PKE-11",42617,"PKO","Pink","2W","HG","WQCI",7,0.731058578630005,2,NA,"Haida Gwaii"
"PKO42622","Givenchy Anchorage Creek (West Coast QCI) Pink","WEST HAIDA GWAII","PKE-11",42622,"PKO","Pink","2W","HG","WQCI",7,0.119202922022118,1,NA,"Haida Gwaii"
"PKO42627","Kano Inlet Head Creek (West Coast QCI) Pink","WEST HAIDA GWAII","PKE-11",42627,"PKO","Pink","2W","HG","WQCI",7,0.119202922022118,3,NA,"Haida Gwaii"
"PKO42647","Rennell Creek (West Coast QCI) Pink","WEST HAIDA GWAII","PKE-11",42647,"PKO","Pink","2W","HG","WQCI",7,0.119202922022118,1,NA,"Haida Gwaii"
"PKO42677","Jason Creek (West Coast QCI) Pink","WEST HAIDA GWAII","PKE-11",42677,"PKO","Pink","2W","HG","WQCI",4,0.119202922022118,6,NA,"Haida Gwaii"
"PKO42682","Security Inlet Left Hand Creek (West Coast QCI) Pink","WEST HAIDA GWAII","PKE-11",42682,"PKO","Pink","2W","HG","WQCI",5,0.119202922022118,8,NA,"Haida Gwaii"
"PKO42687","Mckenzie Cove Creek (West Coast QCI) Pink","WEST HAIDA GWAII","PKE-11",42687,"PKO","Pink","2W","HG","WQCI",7,0.119202922022118,5,NA,"Haida Gwaii"
"PKO42692","Kaisun Creek (West Coast QCI) Pink","WEST HAIDA GWAII","PKE-11",42692,"PKO","Pink","2W","HG","WQCI",7,0.119202922022118,1,NA,"Haida Gwaii"
"PKO42697","Kitasu Creek (Bella Bella) Pink","HECATE STRAIT-LOWLANDS","PKO-12",42697,"PKO","Pink","7","HecLow","HStr",4.625,0.119202922022118,24,NA,"Central Coast"
"PKO42702","Gull Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",42702,"PKO","Pink","6","HecLow","HStr",7,0.119202922022118,11,NA,"Central Coast"
"PKO42707","Osment Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",42707,"PKO","Pink","6","HecLow","HStr",7,0.119202922022118,11,NA,"Central Coast"
"PKO42712","Kwakwa Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",42712,"PKO","Pink","6","HecLow","HStr",7,0.119202922022118,13,NA,"Central Coast"
"PKO42717","Meyers Pass Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",42717,"PKO","Pink","6","HecLow","HStr",5,0.119202922022118,12,NA,"Central Coast"
"PKO42722","Gorilla Creek (Bella Bella) Pink","HECATE STRAIT-LOWLANDS","PKO-12",42722,"PKO","Pink","7","HecLow","HStr",5,0.119202922022118,12,NA,"Central Coast"
"PKO42737","Calder Creek (Bella Bella) Pink","HECATE STRAIT-LOWLANDS","PKO-12",42737,"PKO","Pink","7","HecLow","HStr",7,0.119202922022118,2,NA,"Central Coast"
"PKO42742","Lagoon Creek (Bella Bella) Pink","HECATE STRAIT-LOWLANDS","PKO-12",42742,"PKO","Pink","7","HecLow","HStr",5.16666666666667,0.119202922022118,23,NA,"Central Coast"
"PKO42747","Mary Cove Creek (Bella Bella) Pink","HECATE STRAIT-LOWLANDS","PKO-12",42747,"PKO","Pink","7","HecLow","HStr",7,0.119202922022118,11,NA,"Central Coast"
"PKO42752","Watson Bay Creek (Bella Bella) Pink","HECATE STRAIT-LOWLANDS","PKO-12",42752,"PKO","Pink","7","HecLow","HStr",7,0.119202922022118,18,NA,"Central Coast"
"PKO42757","Bottleneck Creek (Bella Bella) Pink","HECATE STRAIT-LOWLANDS","PKO-12",42757,"PKO","Pink","7","HecLow","HStr",4,0.119202922022118,21,NA,"Central Coast"
"PKO42762","James Bay Creek (Bella Bella) Pink","HECATE STRAIT-FJORDS","PKO-13",42762,"PKO","Pink","7","NC","HStr",4.875,0.119202922022118,33,NA,"Central Coast"
"PKO42767","Canyon Creek (Bella Bella) Pink","HECATE STRAIT-LOWLANDS","PKO-12",42767,"PKO","Pink","7","HecLow","HStr",5,0.119202922022118,25,NA,"Central Coast"
"PKO42772","Geish Creek (Bella Bella) Pink","HECATE STRAIT-LOWLANDS","PKO-12",42772,"PKO","Pink","7","HecLow","HStr",7,0.119202922022118,5,NA,"Central Coast"
"PKO42777","Duthie Creek (Bella Bella) Pink","HECATE STRAIT-FJORDS","PKO-13",42777,"PKO","Pink","7","NC","HStr",5.33333333333333,0.119202922022118,30,NA,"Central Coast"
"PKO42782","Windy Bay Creek (Bella Bella) Pink","HECATE STRAIT-FJORDS","PKO-13",42782,"PKO","Pink","7","NC","HStr",4.8,0.119202922022118,28,NA,"Central Coast"
"PKO42787","Canoona River (Kitimat-Butedale) Pink","HECATE STRAIT-FJORDS","PKO-13",42787,"PKO","Pink","6","NC","HStr",4.375,0.119202922022118,33,NA,"Central Coast"
"PKO42792","Soda Creek (Kitimat-Butedale) Pink","HECATE STRAIT-FJORDS","PKO-13",42792,"PKO","Pink","6","NC","HStr",4.57142857142857,0.119202922022118,31,NA,"Central Coast"
"PKO42802","Aero Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",42802,"PKO","Pink","2E","HG","HStr",7,0.119202922022118,1,NA,"Haida Gwaii"
"PKO42807","Pallant Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",42807,"PKO","Pink","2E","HG","HStr",3.1,0.119202922022118,35,NA,"Haida Gwaii"
"PKO42812","Braverman Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",42812,"PKO","Pink","2E","HG","HStr",7,0.119202922022118,6,NA,"Haida Gwaii"
"PKO42817","Chadsey Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",42817,"PKO","Pink","2E","HG","HStr",7,0.119202922022118,4,NA,"Haida Gwaii"
"PKO42822","Carmichael Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",42822,"PKO","Pink","2E","HG","HStr",7,0.119202922022118,1,NA,"Haida Gwaii"
"PKO42827","Lagoon Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",42827,"PKO","Pink","2E","HG","HStr",5.66666666666667,0.119202922022118,9,NA,"Haida Gwaii"
"PKO42832","Dass Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",42832,"PKO","Pink","2E","HG","HStr",7,0.119202922022118,2,NA,"Haida Gwaii"
"PKO42842","Waterfall Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",42842,"PKO","Pink","2E","HG","HStr",7,0.119202922022118,7,NA,"Haida Gwaii"
"PKO42847","Sewell Inlet Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",42847,"PKO","Pink","2E","HG","HStr",5.5,0.119202922022118,3,NA,"Haida Gwaii"
"PKO42852","Clint Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",42852,"PKO","Pink","2E","HG","HStr",4,0.119202922022118,4,NA,"Haida Gwaii"
"PKO42862","Thorsen Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",42862,"PKO","Pink","2E","HG","HStr",7,0.119202922022118,7,NA,"Haida Gwaii"
"PKO42867","Little Goose Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",42867,"PKO","Pink","2E","HG","HStr",4,0.119202922022118,7,NA,"Haida Gwaii"
"PKO42872","Big Goose Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",42872,"PKO","Pink","2E","HG","HStr",6,0.119202922022118,18,NA,"Haida Gwaii"
"PKO42877","Pacofi Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",42877,"PKO","Pink","2E","HG","HStr",4,0.119202922022118,12,NA,"Haida Gwaii"
"PKO42882","Dana #1 Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",42882,"PKO","Pink","2E","HG","HStr",5,0.119202922022118,4,NA,"Haida Gwaii"
"PKO42897","Crescent Inlet Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",42897,"PKO","Pink","2E","HG","HStr",5,0.119202922022118,8,NA,"Haida Gwaii"
"PKO42907","Anna Inlet Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",42907,"PKO","Pink","2E","HG","HStr",7,0.119202922022118,1,NA,"Haida Gwaii"
"PKO42912","Salmon River (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",42912,"PKO","Pink","2E","HG","HStr",3,0.119202922022118,11,NA,"Haida Gwaii"
"PKO42917","Echo Harbour Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",42917,"PKO","Pink","2E","HG","HStr",7,0.119202922022118,2,NA,"Haida Gwaii"
"PKO42922","Kostan Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",42922,"PKO","Pink","2E","HG","HStr",7,0.119202922022118,1,NA,"Haida Gwaii"
"PKO42932","Hutton Inlet Head Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",42932,"PKO","Pink","2E","HG","HStr",7,0.119202922022118,1,NA,"Haida Gwaii"
"PKO42937","Hutton Left Hand Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",42937,"PKO","Pink","2E","HG","HStr",7,0.119202922022118,1,NA,"Haida Gwaii"
"PKO42952","Werner Bay South Right Hand Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",42952,"PKO","Pink","2E","HG","HStr",7,0.119202922022118,2,NA,"Haida Gwaii"
"PKO42957","Matheson Inlet L.H. Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",42957,"PKO","Pink","2E","HG","HStr",7,0.119202922022118,2,NA,"Haida Gwaii"
"PKO42962","Arrow Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",42962,"PKO","Pink","2E","HG","HStr",7,0.119202922022118,1,NA,"Haida Gwaii"
"PKO43022","Oxalis Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",43022,"PKO","Pink","2E","HG","HStr",7,0.119202922022118,2,NA,"Haida Gwaii"
"PKO43027","Huston Inlet Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",43027,"PKO","Pink","2E","HG","HStr",7,0.119202922022118,1,NA,"Haida Gwaii"
"PKO43072","Koya Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",43072,"PKO","Pink","2E","HG","HStr",7,0.119202922022118,1,NA,"Haida Gwaii"
"PKO43087","Sedmond Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",43087,"PKO","Pink","2E","HG","HStr",7,0.119202922022118,1,NA,"Haida Gwaii"
"PKO43137","Fairfax Creek (West Coast QCI) Pink","WEST HAIDA GWAII","PKE-11",43137,"PKO","Pink","2W","HG","WQCI",7,0.119202922022118,1,NA,"Haida Gwaii"
"PKO43142","Botany Inlet Outer Creek (West Coast QCI) Pink","WEST HAIDA GWAII","PKE-11",43142,"PKO","Pink","2W","HG","WQCI",7,0.119202922022118,3,NA,"Haida Gwaii"
"PKO43147","Botany Inlet Head Creek (West Coast QCI) Pink","WEST HAIDA GWAII","PKE-11",43147,"PKO","Pink","2W","HG","WQCI",7,0.119202922022118,4,NA,"Haida Gwaii"
"PKO43152","Botany Bay Creek (West Coast QCI) Pink","WEST HAIDA GWAII","PKE-11",43152,"PKO","Pink","2W","HG","WQCI",7,0.119202922022118,1,NA,"Haida Gwaii"
"PKO43157","Flat Creek (West Coast QCI) Pink","WEST HAIDA GWAII","PKE-11",43157,"PKO","Pink","2W","HG","WQCI",6,0.119202922022118,8,NA,"Haida Gwaii"
"PKO43167","Tasu Creek (West Coast QCI) Pink","WEST HAIDA GWAII","PKE-11",43167,"PKO","Pink","2W","HG","WQCI",5,0.119202922022118,11,NA,"Haida Gwaii"
"PKO43177","Kootenay Inlet South Arm Creek (West Coast QCI) Pink","WEST HAIDA GWAII","PKE-11",43177,"PKO","Pink","2W","HG","WQCI",5,0.119202922022118,4,NA,"Haida Gwaii"
"PKO43182","Kootenay Inlet North Arm Creek (West Coast QCI) Pink","WEST HAIDA GWAII","PKE-11",43182,"PKO","Pink","2W","HG","WQCI",7,0.119202922022118,1,NA,"Haida Gwaii"
"PKO43187","Bottle Inlet Creek (West Coast QCI) Pink","WEST HAIDA GWAII","PKE-11",43187,"PKO","Pink","2W","HG","WQCI",7,0.119202922022118,1,NA,"Haida Gwaii"
"PKO43217","Peel Inlet Head Creek (West Coast QCI) Pink","WEST HAIDA GWAII","PKE-11",43217,"PKO","Pink","2W","HG","WQCI",6.33333333333333,0.119202922022118,3,NA,"Haida Gwaii"
"PKO43222","Peel Inlet 2nd Left Hand Creek (West Coast QCI) Pink","WEST HAIDA GWAII","PKE-11",43222,"PKO","Pink","2W","HG","WQCI",7,0.119202922022118,1,NA,"Haida Gwaii"
"PKO43242","Mcloughlin Creek (Bella Bella) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43242,"PKO","Pink","7","HecLow","HStr",6.5,0.119202922022118,13,NA,"Central Coast"
"PKO43247","Ship Point Creek (Bella Bella) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43247,"PKO","Pink","7","HecLow","HStr",7,0.119202922022118,7,NA,"Central Coast"
"PKO43262","Kwakusdis River (Bella Bella) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43262,"PKO","Pink","7","HecLow","HStr",5,0.119202922022118,34,NA,"Central Coast"
"PKO43267","Hauser Creek (Bella Bella) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43267,"PKO","Pink","7","HecLow","HStr",7,0.119202922022118,4,NA,"Central Coast"
"PKO43272","Little Creek (Kitimat-Butedale) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43272,"PKO","Pink","6","HecLow","HStr",4.33333333333333,0.119202922022118,26,NA,"Central Coast"
"PKO43277","Powrivco Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",43277,"PKO","Pink","2E","HG","HStr",7,0.119202922022118,1,NA,"Haida Gwaii"
"PKO43282","Richardson Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",43282,"PKO","Pink","2E","HG","HStr",7,0.119202922022118,1,NA,"Haida Gwaii"
"PKO43287","Windy Bay Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",43287,"PKO","Pink","2E","HG","HStr",7,0.119202922022118,3,NA,"Haida Gwaii"
"PKO43292","Gate Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",43292,"PKO","Pink","2E","HG","HStr",7,0.119202922022118,2,NA,"Haida Gwaii"
"PKO43307","Sedgwick Bay Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",43307,"PKO","Pink","2E","HG","HStr",7,0.119202922022118,3,NA,"Haida Gwaii"
"PKO43372","Luxana Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",43372,"PKO","Pink","2E","HG","HStr",7,0.119202922022118,1,NA,"Haida Gwaii"
"PKO43387","Hays Creek (Lower Skeena) Pink","NASS-SKEENA ESTUARY","PKO-14",43387,"PKO","Pink","4A","HecLow","NSKEst",7,0.119202922022118,1,NA,"Skeena"
"PKO43397","Kloiya River (Lower Skeena) Pink","NASS-SKEENA ESTUARY","PKO-14",43397,"PKO","Pink","4A","HecLow","NSKEst",4.33333333333333,0.119202922022118,20,NA,"Skeena"
"PKO43412","Denise Creek (Lower Skeena) Pink","NASS-SKEENA ESTUARY","PKO-14",43412,"PKO","Pink","4A","HecLow","NSKEst",4.5,0.119202922022118,12,NA,"Skeena"
"PKO43417","Shawatlan River (Lower Skeena) Pink","NASS-SKEENA ESTUARY","PKO-14",43417,"PKO","Pink","4A","HecLow","NSKEst",4,0.119202922022118,9,NA,"Skeena"
"PKO43422","Silver Creek (Lower Skeena) Pink","NASS-SKEENA ESTUARY","PKO-14",43422,"PKO","Pink","4A","HecLow","NSKEst",4.14285714285714,0.119202922022118,29,NA,"Skeena"
"PKO43427","Mcnichol Creek (Lower Skeena) Pink","NASS-SKEENA ESTUARY","PKO-14",43427,"PKO","Pink","4A","HecLow","NSKEst",4.5,0.119202922022118,23,NA,"Skeena"
"PKO43432","La Hou Creek (Lower Skeena) Pink","NASS-SKEENA ESTUARY","PKO-14",43432,"PKO","Pink","4A","HecLow","NSKEst",3.8,0.119202922022118,34,NA,"Skeena"
"PKO43442","Brundige Creek (Lower Nass) Pink","NASS-SKEENA ESTUARY","PKO-14",43442,"PKO","Pink","3A","HecLow","NSKEst",4,0.119202922022118,16,NA,"Skeena"
"PKO43447","Sandy Bay Creek (Lower Nass) Pink","NASS-SKEENA ESTUARY","PKO-14",43447,"PKO","Pink","3A","HecLow","NSKEst",4,0.119202922022118,16,NA,"Skeena"
"PKO43452","Whitly Point Creek (Lower Nass) Pink","NASS-SKEENA ESTUARY","PKO-14",43452,"PKO","Pink","3A","HecLow","NSKEst",4.66666666666667,0.119202922022118,10,NA,"Skeena"
"PKO43457","Stumaun Creek (Lower Nass) Pink","NASS-SKEENA ESTUARY","PKO-14",43457,"PKO","Pink","3A","HecLow","NSKEst",4,0.119202922022118,30,NA,"Skeena"
"PKO43477","Lachmach River (Lower Nass) Pink","NASS-PORTLAND-OBSERVATORY","PKO-17",43477,"PKO","Pink","3A","LNR-P","NSKEst",3.66666666666667,0.119202922022118,27,NA,"Nass"
"PKO43482","Leverson Creek (Lower Nass) Pink","NASS-PORTLAND-OBSERVATORY","PKO-17",43482,"PKO","Pink","3A","LNR-P","NSKEst",7,0.119202922022118,9,NA,"Nass"
"PKO43487","Toon River (Lower Nass) Pink","NASS-PORTLAND-OBSERVATORY","PKO-17",43487,"PKO","Pink","3A","LNR-P","NSKEst",3.5,0.119202922022118,31,NA,"Nass"
"PKO43492","Ensheshese River (Lower Nass) Pink","NASS-PORTLAND-OBSERVATORY","PKO-17",43492,"PKO","Pink","3A","LNR-P","NSKEst",3.42857142857143,0.119202922022118,32,NA,"Nass"
"PKO43497","Sam Bay Creek (Lower Nass) Pink","NASS-PORTLAND-OBSERVATORY","PKO-17",43497,"PKO","Pink","3A","LNR-P","NSKEst",3.75,0.119202922022118,12,NA,"Nass"
"PKO43502","Larch Creek (Lower Nass) Pink","NASS-PORTLAND-OBSERVATORY","PKO-17",43502,"PKO","Pink","3A","LNR-P","NSKEst",4.14285714285714,0.119202922022118,9,NA,"Nass"
"PKO43507","Khutzeymateen River (Lower Nass) Pink","NASS-PORTLAND-OBSERVATORY","PKO-17",43507,"PKO","Pink","3A","LNR-P","NSKEst",4,0.119202922022118,34,NA,"Nass"
"PKO43512","Mouse Creek (Lower Nass) Pink","NASS-PORTLAND-OBSERVATORY","PKO-17",43512,"PKO","Pink","3A","LNR-P","NSKEst",4.16666666666667,0.119202922022118,9,NA,"Nass"
"PKO43517","Kwinamass River (Lower Nass) Pink","NASS-PORTLAND-OBSERVATORY","PKO-17",43517,"PKO","Pink","3A","LNR-P","NSKEst",3.66666666666667,0.119202922022118,34,NA,"Nass"
"PKO43522","Nasoga Gulf Creek (Lower Nass) Pink","NASS-PORTLAND-OBSERVATORY","PKO-17",43522,"PKO","Pink","3A","LNR-P","NSKEst",7,0.119202922022118,4,NA,"Nass"
"PKO43527","Stagoo Creek (Lower Nass) Pink","NASS-PORTLAND-OBSERVATORY","PKO-17",43527,"PKO","Pink","3A","LNR-P","NSKEst",3.9,0.119202922022118,33,NA,"Nass"
"PKO43532","Perry Bay Creek (Lower Nass) Pink","NASS-PORTLAND-OBSERVATORY","PKO-17",43532,"PKO","Pink","3A","LNR-P","NSKEst",7,0.119202922022118,1,NA,"Nass"
"PKO43537","Illiance River (Lower Nass) Pink","NASS-PORTLAND-OBSERVATORY","PKO-17",43537,"PKO","Pink","3A","LNR-P","NSKEst",3.75,0.119202922022118,22,NA,"Nass"
"PKO43542","Wilauks Creek (Lower Nass) Pink","NASS-PORTLAND-OBSERVATORY","PKO-17",43542,"PKO","Pink","3A","LNR-P","NSKEst",4.16666666666667,0.119202922022118,18,NA,"Nass"
"PKO43547","Kitsault River (Lower Nass) Pink","NASS-PORTLAND-OBSERVATORY","PKO-17",43547,"PKO","Pink","3A","LNR-P","NSKEst",4.5,0.119202922022118,17,NA,"Nass"
"PKO43552","Olh Creek (Lower Nass) Pink","NASS-PORTLAND-OBSERVATORY","PKO-17",43552,"PKO","Pink","3A","LNR-P","NSKEst",7,0.119202922022118,1,NA,"Nass"
"PKO43557","Kshwan River (Lower Nass) Pink","NASS-PORTLAND-OBSERVATORY","PKO-17",43557,"PKO","Pink","3A","LNR-P","NSKEst",5,0.119202922022118,9,NA,"Nass"
"PKO43567","Cascade Creek (Lower Nass) Pink","NASS-PORTLAND-OBSERVATORY","PKO-17",43567,"PKO","Pink","3A","LNR-P","NSKEst",6,0.119202922022118,2,NA,"Nass"
"PKO43572","Salmon Cove Creek (Lower Nass) Pink","NASS-PORTLAND-OBSERVATORY","PKO-17",43572,"PKO","Pink","3A","LNR-P","NSKEst",4.2,0.119202922022118,13,NA,"Nass"
"PKO43577","Dogfish Creek (Lower Nass) Pink","NASS-PORTLAND-OBSERVATORY","PKO-17",43577,"PKO","Pink","3A","LNR-P","NSKEst",4.5,0.119202922022118,31,NA,"Nass"
"PKO43582","Lizard Creek (Lower Nass) Pink","NASS-PORTLAND-OBSERVATORY","PKO-17",43582,"PKO","Pink","3A","LNR-P","NSKEst",3.875,0.119202922022118,18,NA,"Nass"
"PKO43592","Manzanita Cove Creek (Lower Nass) Pink","NASS-PORTLAND-OBSERVATORY","PKO-17",43592,"PKO","Pink","3A","LNR-P","NSKEst",4.125,0.119202922022118,17,NA,"Nass"
"PKO43597","Tracy Bay Creek (Lower Nass) Pink","NASS-PORTLAND-OBSERVATORY","PKO-17",43597,"PKO","Pink","3A","LNR-P","NSKEst",4.14285714285714,0.119202922022118,18,NA,"Nass"
"PKO43602","Cannery Creek (Lower Nass) Pink","NASS-PORTLAND-OBSERVATORY","PKO-17",43602,"PKO","Pink","3A","LNR-P","NSKEst",7,0.119202922022118,7,NA,"Nass"
"PKO43607","Belle Bay Creek (Lower Nass) Pink","NASS-PORTLAND-OBSERVATORY","PKO-17",43607,"PKO","Pink","3A","LNR-P","NSKEst",4,0.119202922022118,10,NA,"Nass"
"PKO43612","Roberson Creek (Lower Nass) Pink","NASS-PORTLAND-OBSERVATORY","PKO-17",43612,"PKO","Pink","3A","LNR-P","NSKEst",5,0.119202922022118,12,NA,"Nass"
"PKO43617","Donahue Creek (Lower Nass) Pink","NASS-PORTLAND-OBSERVATORY","PKO-17",43617,"PKO","Pink","3A","LNR-P","NSKEst",4.33333333333333,0.119202922022118,19,NA,"Nass"
"PKO43627","Georgie River (Lower Nass) Pink","NASS-PORTLAND-OBSERVATORY","PKO-17",43627,"PKO","Pink","3A","LNR-P","NSKEst",7,0.119202922022118,12,NA,"Nass"
"PKO43637","Bear River (Upper Nass) Pink","NASS-PORTLAND-OBSERVATORY","PKO-17",43637,"PKO","Pink","3B","LNR-P","NSKEst",7,0.119202922022118,7,NA,"Nass"
"PKO43657","De Cosmos Lagoon Creek (Bella Coola) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43657,"PKO","Pink","8","HecLow","HStr",7,0.119202922022118,6,NA,"Central Coast"
"PKO43662","Crab Harbour Creek (Bella Coola) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43662,"PKO","Pink","8","HecLow","HStr",7,0.119202922022118,7,NA,"Central Coast"
"PKO43667","Watt Creek (Bella Bella) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43667,"PKO","Pink","7","HecLow","HStr",7,0.119202922022118,1,NA,"Central Coast"
"PKO43672","Kildidt Creek (Bella Bella) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43672,"PKO","Pink","7","HecLow","HStr",7,0.119202922022118,3,NA,"Central Coast"
"PKO43677","Kildidt Lagoon #2 Creek (Bella Bella) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43677,"PKO","Pink","7","HecLow","HStr",7,0.119202922022118,4,NA,"Central Coast"
"PKO43682","Stewart Creek (Bella Bella) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43682,"PKO","Pink","7","HecLow","HStr",7,0.119202922022118,1,NA,"Central Coast"
"PKO43687","Choke Pass Creeks (3) (Bella Bella) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43687,"PKO","Pink","7","HecLow","HStr",7,0.119202922022118,2,NA,"Central Coast"
"PKO43692","Cooper Inlet Creeks (Bella Bella) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43692,"PKO","Pink","7","HecLow","HStr",7,0.119202922022118,26,NA,"Central Coast"
"PKO43702","Kisameet River (Bella Coola) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43702,"PKO","Pink","8","HecLow","HStr",5,0.119202922022118,18,NA,"Central Coast"
"PKO43707","Sagar Creek (Bella Coola) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43707,"PKO","Pink","8","HecLow","HStr",5.2,0.119202922022118,25,NA,"Central Coast"
"PKO43712","Evans Inlet #3 Creek (Bella Coola) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43712,"PKO","Pink","8","HecLow","HStr",5.33333333333333,0.119202922022118,25,NA,"Central Coast"
"PKO43717","Hook Nose Creek (Bella Coola) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43717,"PKO","Pink","8","HecLow","HStr",5.4,0.119202922022118,29,NA,"Central Coast"
"PKO43722","Four Lakes Creek (Bella Coola) Pink","HECATE STRAIT-LOWLANDS","PKO-12",43722,"PKO","Pink","8","HecLow","HStr",5.66666666666667,0.119202922022118,9,NA,"Central Coast"
"PKO43727","Jenny Bay Creeks (Bella Coola) Pink","HECATE STRAIT-FJORDS","PKO-13",43727,"PKO","Pink","8","NC","HStr",5.66666666666667,0.119202922022118,27,NA,"Central Coast"
