"MAP_LABEL","GFE_ID","SYSTEM_SITE","GFE_TYPE","SPECIES_QUALIFIED","Y_LAT","X_LONGT","FAZ_ACRO","MAZ_ACRO","JAZ_ACRO","CU_NAME","CU_ACRO","CU_LAT","CU_LONGT","CU_TYPE","CU_INDEX","FULL_CU_IN","SBJ_ID","POP_ID","IS_INDICATOR","CMNTS","EFFECTIVE_DT","WATERSHED_CDE","FWA_WATERSHED_CDE"
25,1607,"KOSTAN CREEK","Stream","PKO","52.579102242","-131.715836441","HG","HStr","HG+HStr","EAST HAIDA GWAII","EHG","52.8922660631035","-131.824872366638","Current","9","PKO-9",3,42922,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"950-203500-00000-00000-0000-0000-000-000-000-000-000-000","950-206645-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
26,1637,"KOYA CREEK","Stream","PKO","52.214500778","-131.078474508","HG","HStr","HG+HStr","EAST HAIDA GWAII","EHG","52.8922660631035","-131.824872366638","Current","9","PKO-9",3,43072,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"950-384000-45600-00000-0000-0000-000-000-000-000-000-000","950-382995-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
27,1517,"LAGINS CREEK","Stream","PKO","53.226742816","-132.328481564","HG","HStr","HG+HStr","EAST HAIDA GWAII","EHG","52.8922660631035","-131.824872366638","Current","9","PKO-9",3,42557,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"940-124300-00000-00000-0000-0000-000-000-000-000-000-000","940-119432-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
28,1516,"LAGINS RIGHT HAND CREEK","Stream","PKO","53.23447201","-132.323869635","HG","HStr","HG+HStr","EAST HAIDA GWAII","EHG","52.8922660631035","-131.824872366638","Current","9","PKO-9",3,42552,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"940-123500-00000-00000-0000-0000-000-000-000-000-000-000","940-118690-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
29,1588,"LAGOON CREEK","Stream","PKO","52.937125914","-131.971749847","HG","HStr","HG+HStr","EAST HAIDA GWAII","EHG","52.8922660631035","-131.824872366638","Current","9","PKO-9",3,42827,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"950-086500-00000-00000-0000-0000-000-000-000-000-000-000","950-092165-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
30,1596,"LITTLE GOOSE CREEK","Stream","PKO","52.882154434","-131.890279436","HG","HStr","HG+HStr","EAST HAIDA GWAII","EHG","52.8922660631035","-131.824872366638","Current","9","PKO-9",3,42867,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"950-110600-00000-00000-0000-0000-000-000-000-000-000-000","950-115416-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
31,1726,"LUXANA CREEK","Stream","PKO","52.079476812","-131.063129879","HG","HStr","HG+HStr","EAST HAIDA GWAII","EHG","52.8922660631035","-131.824872366638","Current","9","PKO-9",3,43372,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"955-404700-79900-00000-0000-0000-000-000-000-000-000-000","955-573458-750754-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
32,1578,"MACINTYRE CREEK","Stream","PKO","53.165279573","-131.799701252","HG","HStr","HG+HStr","EAST HAIDA GWAII","EHG","52.8922660631035","-131.824872366638","Current","9","PKO-9",3,41057,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"950-010100-00000-00000-0000-0000-000-000-000-000-000-000","950-012529-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
33,1695,"MATHERS CREEK","Stream","PKO","53.016866578","-131.776148588","HG","HStr","HG+HStr","EAST HAIDA GWAII","EHG","52.8922660631035","-131.824872366638","Current","9","PKO-9",3,42027,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"955-081000-38300-00000-0000-0000-000-000-000-000-000-000","955-651227-573426-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
34,1614,"MATHESON L.H. CREEK","Stream","PKO","52.438736254","-131.47510913","HG","HStr","HG+HStr","EAST HAIDA GWAII","EHG","52.8922660631035","-131.824872366638","Current","9","PKO-9",3,42957,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"950-273100-03300-00000-0000-0000-000-000-000-000-000-000","950-273393-116813-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
35,1613,"MATHESON R.H. CREEK","Stream","PKO","52.44312809","-131.481998995","HG","HStr","HG+HStr","EAST HAIDA GWAII","EHG","52.8922660631035","-131.824872366638","Current","9","PKO-9",3,42952,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"950-272600-00000-00000-0000-0000-000-000-000-000-000-000","950-273213-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
36,1502,"MILLER CREEK","Stream","PKO","53.323916911","-131.956601365","HG","HStr","HG+HStr","EAST HAIDA GWAII","EHG","52.8922660631035","-131.824872366638","Current","9","PKO-9",3,42482,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"940-086100-00000-00000-0000-0000-000-000-000-000-000-000","940-080287-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
37,1513,"OUTLOOK CREEK","Stream","PKO","53.243292833","-132.180054478","HG","HStr","HG+HStr","EAST HAIDA GWAII","EHG","52.8922660631035","-131.824872366638","Current","9","PKO-9",3,42537,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"940-108600-00000-00000-0000-0000-000-000-000-000-000-000","940-103485-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
38,1598,"PACOFI CREEK","Stream","PKO","52.833902927","-131.886837278","HG","HStr","HG+HStr","EAST HAIDA GWAII","EHG","52.8922660631035","-131.824872366638","Current","9","PKO-9",3,42877,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"950-119900-00000-00000-0000-0000-000-000-000-000-000-000","950-124675-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
39,1584,"PALLANT CREEK","Stream","PKO","53.051708587","-132.033046381","HG","HStr","HG+HStr","EAST HAIDA GWAII","EHG","52.8922660631035","-131.824872366638","Current","9","PKO-9",3,42807,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"950-065000-00000-00000-0000-0000-000-000-000-000-000-000","950-069770-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
40,1707,"POWRIVCO CREEK","Stream","PKO","52.68002121","-131.566849375","HG","HStr","HG+HStr","EAST HAIDA GWAII","EHG","52.8922660631035","-131.824872366638","Current","9","PKO-9",3,43277,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"955-186000-45200-00000-0000-0000-000-000-000-000-000-000","955-627565-454243-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
41,1708,"RICHARDSON CREEK","Stream","PKO","52.681323177","-131.55556296","HG","HStr","HG+HStr","EAST HAIDA GWAII","EHG","52.8922660631035","-131.824872366638","Current","9","PKO-9",3,43282,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"955-186000-45800-00000-0000-0000-000-000-000-000-000-000","955-627565-459252-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
42,1688,"SACHS CREEK","Stream","PKO","53.21363601","-131.983110172","HG","HStr","HG+HStr","EAST HAIDA GWAII","EHG","52.8922660631035","-131.824872366638","Current","9","PKO-9",3,41992,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"950-990000-00000-00000-0000-0000-000-000-000-000-000-000","950-992006-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
43,1605,"SALMON RIVER","Stream","PKO","52.702756106","-131.816201469","HG","HStr","HG+HStr","EAST HAIDA GWAII","EHG","52.8922660631035","-131.824872366638","Current","9","PKO-9",3,42912,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"950-169400-00000-00000-0000-0000-000-000-000-000-000-000","950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
44,1520,"SALTSPRING BAY CREEK","Stream","PKO","53.187916862","-132.22901132","HG","HStr","HG+HStr","EAST HAIDA GWAII","EHG","52.8922660631035","-131.824872366638","Current","9","PKO-9",3,42572,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"940-133700-00000-00000-0000-0000-000-000-000-000-000-000","940-128126-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
45,1713,"SEDGWICK BAY CREEK","Stream","PKO","52.655887326","-131.603923999","HG","HStr","HG+HStr","EAST HAIDA GWAII","EHG","52.8922660631035","-131.824872366638","Current","9","PKO-9",3,43307,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"955-186000-77400-00000-0000-0000-000-000-000-000-000-000","955-627565-773166-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
46,1640,"SEDMOND CREEK","Stream","PKO","52.203219894","-131.154578299","HG","HStr","HG+HStr","EAST HAIDA GWAII","EHG","52.8922660631035","-131.824872366638","Current","9","PKO-9",3,43087,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"950-410500-00000-00000-0000-0000-000-000-000-000-000-000","950-409054-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
47,1592,"SEWELL INLET CREEK","Stream","PKO","52.877918393","-132.013027851","HG","HStr","HG+HStr","EAST HAIDA GWAII","EHG","52.8922660631035","-131.824872366638","Current","9","PKO-9",3,42847,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"950-101700-00000-00000-0000-0000-000-000-000-000-000-000","950-106687-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
48,1692,"SKEDANS CREEK","Stream","PKO","52.947759178","-131.642663569","HG","HStr","HG+HStr","EAST HAIDA GWAII","EHG","52.8922660631035","-131.824872366638","Current","9","PKO-9",3,42012,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"955-081000-59000-00000-0000-0000-000-000-000-000-000-000","955-651227-775425-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
49,1514,"SLATECHUCK CREEK","Stream","PKO","53.224787839","-132.2345124","HG","HStr","HG+HStr","EAST HAIDA GWAII","EHG","52.8922660631035","-131.824872366638","Current","9","PKO-9",3,42542,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"940-112500-00000-00000-0000-0000-000-000-000-000-000-000","940-107546-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
50,1627,"SLIM INLET CREEK","Stream","PKO","52.272386201","-131.321186608","HG","HStr","HG+HStr","EAST HAIDA GWAII","EHG","52.8922660631035","-131.824872366638","Current","9","PKO-9",3,43022,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"950-319200-00000-00000-0000-0000-000-000-000-000-000-000","950-320486-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
51,1685,"SOUTH BAY CULVERT CREEK","Stream","PKO","53.148117087","-132.080157934","HG","HStr","HG+HStr","EAST HAIDA GWAII","EHG","52.8922660631035","-131.824872366638","Current","9","PKO-9",3,41977,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"950-976700-00000-00000-0000-0000-000-000-000-000-000-000","950-979601-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
52,1700,"TALUNKWAN CREEK","Stream","PKO","52.843720492","-131.801820447","HG","HStr","HG+HStr","EAST HAIDA GWAII","EHG","52.8922660631035","-131.824872366638","Current","9","PKO-9",3,42052,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"955-125000-32400-00000-0000-0000-000-000-000-000-000-000","955-646690-323179-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
53,1512,"TARUNDL CREEK","Stream","PKO","53.242216413","-132.146802159","HG","HStr","HG+HStr","EAST HAIDA GWAII","EHG","52.8922660631035","-131.824872366638","Current","9","PKO-9",3,42532,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"940-105500-00000-00000-0000-0000-000-000-000-000-000-000","940-100507-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
54,1595,"THORSEN CREEK","Stream","PKO","52.876017338","-131.949017135","HG","HStr","HG+HStr","EAST HAIDA GWAII","EHG","52.8922660631035","-131.824872366638","Current","9","PKO-9",3,42862,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"950-105500-00000-00000-0000-0000-000-000-000-000-000-000","950-110517-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
55,1699,"THURSTON HARBOUR CREEK","Stream","PKO","52.844382856","-131.76187644","HG","HStr","HG+HStr","EAST HAIDA GWAII","EHG","52.8922660631035","-131.824872366638","Current","9","PKO-9",3,42047,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"955-125000-57797-00000-0000-0000-000-000-000-000-000-000","955-646690-577975-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
56,1497,"TLELL RIVER","Stream","PKO","53.60910951","-131.9363299","HG","HStr","HG+HStr","EAST HAIDA GWAII","EHG","52.8922660631035","-131.824872366638","Current","9","PKO-9",3,42457,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"940-057000-00000-00000-0000-0000-000-000-000-000-000-000","940-051976-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
57,1591,"WATERFALL CREEK","Stream","PKO","52.884452803","-131.984642574","HG","HStr","HG+HStr","EAST HAIDA GWAII","EHG","52.8922660631035","-131.824872366638","Current","9","PKO-9",3,42842,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"950-098600-00000-00000-0000-0000-000-000-000-000-000-000","950-103776-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
58,1709,"WINDY BAY CREEK","Stream","PKO","52.692082787","-131.458110201","HG","HStr","HG+HStr","EAST HAIDA GWAII","EHG","52.8922660631035","-131.824872366638","Current","9","PKO-9",3,43287,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"955-186000-59600-00000-0000-0000-000-000-000-000-000-000","955-627565-594511-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
1,1584,"PALLANT CREEK","Stream","CK","53.051708587","-132.033046381","HG","HStr","HG+HStr","(P)HATCHERY EXCLUSION-PALLANT CREEK","(B)Pallant","53.051708587","-132.033046381","Bin","9002","CK-9002",5,42809,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-11-03,"950-065000-00000-00000-0000-0000-000-000-000-000-000-000","950-069770-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
1,132,"GATES CREEK","Stream","CK","50.551812551","-122.473129333","MFR","GStr","MFR+GStr","FRASER-MISCELLANEOUS<<BIN>>","FR-misc","49.9329639065","-122.1750713975","Bin","9004","CK-9004",5,47219,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - moved to FR countbin 5Feb13 per the Jan13 update of southern CK units;  spurious NUSEDS obs",2013-07-18,"100-235900-99100-00000-0000-0000-000-000-000-000-000-000","100-233886-990253-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
2,183,"WEAVER CREEK","Stream","CK","49.314115262","-121.877013462","LFR","GStr","LFR+GStr","FRASER-MISCELLANEOUS<<BIN>>","FR-misc","49.9329639065","-122.1750713975","Bin","9004","CK-9004",5,46048,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - moved to FR countbin 5Feb13 per the Jan13 update of southern CK units;  spurious NUSEDS obs",2013-07-18,"110-149200-85400-00000-0000-0000-000-000-000-000-000-000","100-077501-154487-942852-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
1,118,"AMERICAN CREEK","Stream","CM","49.432593855","-121.437642767","FRCany","GStr","FRCany+GStr","INTERIOR FRASER<<BIN>>","IntFr","49.8326244192286","-121.486363787476","Bin","9004","CM-9004",4,47142,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - was CM-01 FRCanyon prior to rev.4",2013-08-12,"100-119000-00000-00000-0000-0000-000-000-000-000-000-000","100-117583-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
2,124,"ANDERSON RIVER","Stream","CM","49.842409108","-121.438597273","FRCany","GStr","FRCany+GStr","INTERIOR FRASER<<BIN>>","IntFr","49.8326244192286","-121.486363787476","Bin","9004","CM-9004",4,47155,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - was CM-01 FRCanyon prior to rev.4",2013-08-12,"100-158000-00000-00000-0000-0000-000-000-000-000-000-000","100-156509-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
3,141,"BAKER CREEK","Stream","CM","52.972821989","-122.503469117","MFR","GStr","MFR+GStr","INTERIOR FRASER<<BIN>>","IntFr","49.8326244192286","-121.486363787476","Bin","9004","CM-9004",4,383,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2013-08-12,"100-460500-00000-00000-0000-0000-000-000-000-000-000-000","100-458476-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
4,112,"COQUIHALLA RIVER","Stream","CM","49.394129826","-121.438953994","FRCany","GStr","FRCany+GStr","INTERIOR FRASER<<BIN>>","IntFr","49.8326244192286","-121.486363787476","Bin","9004","CM-9004",4,47124,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - was CM-01 FRCanyon prior to rev.4",2013-08-12,"100-115400-00000-00000-0000-0000-000-000-000-000-000-000","100-113848-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
5,120,"EMORY CREEK","Stream","CM","49.510093046","-121.415819571","FRCany","GStr","FRCany+GStr","INTERIOR FRASER<<BIN>>","IntFr","49.8326244192286","-121.486363787476","Bin","9004","CM-9004",4,47146,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - was CM-01 FRCanyon prior to rev.4",2013-08-12,"100-125600-00000-00000-0000-0000-000-000-000-000-000-000","100-124099-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
6,110,"HUNTER CREEK","Stream","CM","49.356726248","-121.573929271","FRCany","GStr","FRCany+GStr","INTERIOR FRASER<<BIN>>","IntFr","49.8326244192286","-121.486363787476","Bin","9004","CM-9004",4,47116,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - was CM-01 FRCanyon prior to rev.4",2013-08-12,"100-106400-00000-00000-0000-0000-000-000-000-000-000-000","100-104902-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
7,114,"KAWKAWA LAKE","Lake","CM","49.388027406","-121.404383447","FRCany","GStr","FRCany+GStr","INTERIOR FRASER<<BIN>>","IntFr","49.8326244192286","-121.486363787476","Bin","9004","CM-9004",4,47135,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - was CM-01 FRCanyon prior to rev.4",2013-08-12,"100-115400-03100-00000-0000-0000-000-000-000-000-000-000","100-113848-030843-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
8,117,"KOPP CREEK","Stream","CM","49.382297292","-121.392510382","FRCany","GStr","FRCany+GStr","INTERIOR FRASER<<BIN>>","IntFr","49.8326244192286","-121.486363787476","Bin","9004","CM-9004",4,47138,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - was CM-01 FRCanyon prior to rev.4",2013-08-12,"",""
9,116,"MENZ CREEK","Stream","CM","49.383221435","-121.393513136","FRCany","GStr","FRCany+GStr","INTERIOR FRASER<<BIN>>","IntFr","49.8326244192286","-121.486363787476","Bin","9004","CM-9004",4,47137,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - was CM-01 FRCanyon prior to rev.4",2013-08-12,"",""
10,256,"NORTH THOMPSON RIVER","Stream","CM","50.682309366","-120.341464591","NTh","GStr","NTh+GStr","INTERIOR FRASER<<BIN>>","IntFr","49.8326244192286","-121.486363787476","Bin","9004","CM-9004",4,1863,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2013-08-12,"129-000000-00000-00000-0000-0000-000-000-000-000-000-000","100-190442-998192-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
11,55,"RAILWAY CREEK","Stream","CM","49.402686413","-121.315239286","FRCany","GStr","FRCany+GStr","INTERIOR FRASER<<BIN>>","IntFr","49.8326244192286","-121.486363787476","Bin","9004","CM-9004",4,46972,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - was CM-01 FRCanyon prior to rev.4",2013-08-12,"100-065900-00000-00000-0000-0000-000-000-000-000-000-000","100-066432-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
12,109,"RUBY CREEK","Stream","CM","49.352616156","-121.607296874","FRCany","GStr","FRCany+GStr","INTERIOR FRASER<<BIN>>","IntFr","49.8326244192286","-121.486363787476","Bin","9004","CM-9004",4,47113,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - was CM-01 FRCanyon prior to rev.4",2013-08-12,"100-104700-00000-00000-0000-0000-000-000-000-000-000-000","100-103301-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
13,7990579,"SETON AND CAYOOSH CREEKS","Stream","CM","50.668169755","-121.97305132","MFR","GStr","MFR+GStr","INTERIOR FRASER<<BIN>>","IntFr","49.8326244192286","-121.486363787476","Bin","9004","CM-9004",4,47197,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2013-08-12,"",""
14,127,"SEVEN MILE CREEK","Stream","CM","50.310159026","-121.6422873","MFR","GStr","MFR+GStr","INTERIOR FRASER<<BIN>>","IntFr","49.8326244192286","-121.486363787476","Bin","9004","CM-9004",4,47177,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2013-08-12,"100-199200-00000-00000-0000-0000-000-000-000-000-000-000","100-197476-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
15,111,"SILVERHOPE CREEK","Stream","CM","49.3702228898","-121.463218991","FRCany","GStr","FRCany+GStr","INTERIOR FRASER<<BIN>>","IntFr","49.8326244192286","-121.486363787476","Bin","9004","CM-9004",4,47120,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - was CM-01 FRCanyon prior to rev.4",2013-08-12,"100-112900-00000-00000-0000-0000-000-000-000-000-000-000","100-111269-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
16,123,"SPUZZUM CREEK","Stream","CM","49.666926957","-121.413943581","FRCany","GStr","FRCany+GStr","INTERIOR FRASER<<BIN>>","IntFr","49.8326244192286","-121.486363787476","Bin","9004","CM-9004",4,47152,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - was CM-01 FRCanyon prior to rev.4",2013-08-12,"100-141400-00000-00000-0000-0000-000-000-000-000-000-000","100-139969-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
17,119,"SQUEAH LAKE CREEK","Stream","CM","49.474168404","-121.410211375","FRCany","GStr","FRCany+GStr","INTERIOR FRASER<<BIN>>","IntFr","49.8326244192286","-121.486363787476","Bin","9004","CM-9004",4,47143,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - was CM-01 FRCanyon prior to rev.4",2013-08-12,"100-122600-06200-00000-0000-0000-000-000-000-000-000-000","100-121322-079195-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
18,115,"STEVEN CREEK","Stream","CM","49.38443274","-121.393018273","FRCany","GStr","FRCany+GStr","INTERIOR FRASER<<BIN>>","IntFr","49.8326244192286","-121.486363787476","Bin","9004","CM-9004",4,47136,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - was CM-01 FRCanyon prior to rev.4",2013-08-12,"",""
19,113,"SUCKER CREEK","Stream","CM","49.382847178","-121.423232536","FRCany","GStr","FRCany+GStr","INTERIOR FRASER<<BIN>>","IntFr","49.8326244192286","-121.486363787476","Bin","9004","CM-9004",4,47131,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - was CM-01 FRCanyon prior to rev.4",2013-08-12,"100-115400-03100-00000-0000-0000-000-000-000-000-000-000","100-113848-030843-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
20,128,"TEXAS CREEK","Stream","CM","50.565893466","-121.807409571","MFR","GStr","MFR+GStr","INTERIOR FRASER<<BIN>>","IntFr","49.8326244192286","-121.486363787476","Bin","9004","CM-9004",4,47180,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2013-08-12,"100-223700-00000-00000-0000-0000-000-000-000-000-000-000","100-221875-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
